tiempo,frontal_der,frontal_izq,diagonal_der,diagonal_izq,lateral_der,lateral_izq,trasero_der,trasero_izq,encoder_izq,encoder_der
48.032,64.15,69.36,67.07,70.10,67.14,64.64,62.54,66.72,134.6181,126.6236
48.064,72.57,70.19,61.79,65.89,69.04,62.31,60.79,67.59,134.7123,126.7178
48.096,62.49,61.39,72.93,67.20,74.51,67.83,65.23,64.28,134.8065,126.8183
48.128,69.47,66.29,73.92,70.67,68.29,67.27,69.48,69.80,134.9070,126.9125
48.160,64.63,66.81,71.28,73.43,74.16,62.94,64.65,66.10,135.0012,127.0067
48.192,68.31,69.14,70.60,66.86,63.32,71.90,62.84,75.38,135.0954,127.1009
48.224,65.40,69.13,62.17,63.03,70.80,68.44,71.92,67.51,135.1896,127.2014
48.256,66.38,63.48,71.47,60.22,67.99,73.54,67.13,65.68,135.2900,127.2956
48.288,63.80,63.98,67.98,65.32,66.34,66.47,65.07,61.80,135.3842,127.3898
48.320,68.35,70.57,69.13,73.14,66.38,69.65,64.96,69.52,135.4784,127.4840
48.352,64.31,69.00,67.76,65.57,70.98,59.45,66.08,65.31,135.5726,127.5845
48.384,70.37,64.86,66.53,69.28,67.64,69.94,69.56,65.79,135.6731,127.6787
48.416,68.65,68.59,60.27,63.51,62.33,68.42,60.66,67.25,135.7673,127.7729
48.448,63.52,69.59,68.95,69.18,69.65,64.52,67.11,65.44,135.8615,127.8734
48.480,66.90,59.65,67.99,61.35,73.31,67.05,66.46,65.55,135.9620,127.9676
48.512,66.85,66.23,66.89,76.08,61.89,61.54,67.97,65.21,136.0562,128.0618
48.544,70.10,67.20,63.29,65.02,69.80,63.63,63.47,62.04,136.1504,128.1560
48.576,72.21,70.94,67.38,65.74,66.76,69.80,72.25,68.68,136.2446,128.2564
48.608,71.54,62.91,67.84,66.83,63.29,65.27,65.85,70.33,136.3451,128.3506
48.640,71.51,66.54,65.18,74.96,64.12,67.28,65.99,70.58,136.4393,128.4448
48.672,64.44,60.99,63.14,65.94,68.03,71.83,66.10,65.94,136.5335,128.5390
48.704,61.67,71.98,71.05,70.85,64.21,71.78,71.48,67.13,136.6277,128.6395
48.736,68.10,63.52,68.93,67.75,65.00,67.22,68.28,70.28,136.7282,128.7337
48.768,68.84,65.57,62.93,72.41,65.80,69.40,70.73,65.44,136.8224,128.8279
48.800,70.37,63.15,70.61,68.97,68.27,65.77,61.20,72.67,136.9166,128.9284
48.832,66.44,65.25,60.73,70.42,66.16,68.90,65.76,66.90,137.0170,129.0226
48.864,65.07,67.53,62.55,70.67,69.80,66.41,70.38,64.45,137.1112,129.1168
48.896,64.58,65.48,72.32,67.95,70.62,67.21,63.45,68.73,137.2054,129.2110
48.928,66.26,68.15,67.14,62.18,62.92,64.57,65.16,70.43,137.2996,129.3115
48.960,69.79,67.13,68.93,64.69,70.07,63.69,75.13,64.89,137.4001,129.4057
48.992,74.03,64.99,69.80,66.03,66.15,67.89,69.95,65.13,137.4943,129.4999
49.024,68.83,64.17,69.66,72.23,71.08,66.64,66.58,74.29,137.5885,129.5941
49.056,66.26,64.00,66.04,68.58,66.87,63.86,72.35,63.62,137.6827,129.6946
49.088,67.52,65.19,71.55,74.54,65.58,69.06,65.24,69.63,137.7832,129.7888
49.120,67.42,59.83,66.86,72.88,69.99,70.65,62.76,69.12,137.8774,129.8830
49.152,65.92,65.59,70.26,74.72,67.97,67.43,71.36,68.01,137.9716,129.9834
49.184,67.85,72.68,69.00,86.56,66.40,69.62,64.68,66.29,138.0721,130.0776
49.216,66.51,67.22,71.94,94.70,71.50,68.37,72.46,67.33,138.1663,130.1718
49.248,66.87,69.35,65.62,98.37,62.52,64.19,65.95,65.98,138.2605,130.2660
49.280,64.98,69.41,70.08,92.24,64.27,65.91,69.35,64.89,138.3547,130.3665
49.312,66.14,64.68,68.60,100.84,65.21,63.98,67.00,63.80,138.4552,130.4607
49.344,74.98,69.77,62.95,104.57,63.43,67.76,69.01,65.73,138.5494,130.5549
49.376,69.10,61.69,69.20,105.92,66.79,64.34,67.65,69.48,138.6436,130.6554
49.408,63.83,64.46,68.35,106.28,70.37,60.67,70.92,74.29,138.7378,130.7496
49.440,69.25,68.54,65.39,111.99,66.12,66.85,67.94,67.45,138.8382,130.8438
49.472,69.09,71.12,68.54,115.52,64.60,63.00,67.06,65.81,138.9324,130.9380
49.504,70.48,60.57,67.77,111.33,67.30,63.91,73.89,71.43,139.0266,131.0385
49.536,66.58,73.26,73.31,115.29,68.96,66.21,63.82,66.40,139.1271,131.1327
49.568,67.42,63.75,64.59,119.42,66.46,68.14,65.77,67.19,139.2213,131.2269
49.600,59.91,67.07,63.54,121.90,71.66,67.11,63.80,67.81,139.3155,131.3211
49.632,61.99,66.03,73.48,122.47,70.71,74.81,74.48,66.18,139.4097,131.4216
49.664,65.89,70.07,68.23,128.47,76.47,81.13,63.23,65.97,139.5102,131.5158
49.696,68.93,67.65,64.25,135.94,70.47,90.22,63.81,68.63,139.6044,131.6100
49.728,68.90,65.65,64.91,136.99,65.69,94.80,67.11,64.56,139.6986,131.7104
49.760,71.31,64.38,67.79,144.24,65.96,98.13,67.72,69.20,139.7991,131.8046
49.792,66.39,66.86,66.29,152.70,64.28,105.31,62.19,73.77,139.8933,131.8988
49.824,69.73,59.43,72.39,144.36,64.61,109.14,71.60,62.31,139.9875,131.9930
49.856,69.36,67.05,64.48,158.08,65.12,101.41,67.24,67.67,140.0817,132.0935
49.888,63.11,66.29,63.87,169.40,73.79,109.48,68.74,59.26,140.1822,132.1877
49.920,63.16,65.81,63.87,178.61,67.58,113.84,61.80,73.51,140.2764,132.2819
49.952,65.31,70.60,71.74,193.15,65.50,116.24,66.63,69.78,140.3706,132.3761
49.984,71.23,64.99,69.03,197.18,68.99,117.39,72.84,67.06,140.4648,132.4766
50.016,67.01,66.27,65.78,205.32,69.37,128.06,67.92,66.70,140.5652,132.5708
50.048,67.59,68.30,64.83,205.16,70.04,129.81,71.00,67.08,140.6594,132.6650
50.080,68.74,65.60,70.41,220.80,64.50,128.97,70.08,69.87,140.7536,132.7655
50.112,66.51,69.19,67.47,231.90,65.06,141.81,67.79,68.04,140.8541,132.8597
50.144,67.81,66.79,65.83,234.21,65.25,135.43,69.64,68.82,140.9483,132.9539
50.176,69.23,71.99,67.78,257.86,67.71,149.74,69.85,70.62,141.0425,133.0481
50.208,69.98,66.63,68.36,277.85,66.35,159.19,60.94,69.51,141.1367,133.1486
50.240,67.08,66.89,64.07,287.44,66.10,156.67,67.85,60.60,141.2372,133.2428
50.272,75.34,66.48,68.99,312.20,73.67,171.12,67.16,65.33,141.3314,133.3370
50.304,65.05,67.12,69.30,329.82,66.74,188.30,66.93,71.38,141.4256,133.4312
50.336,57.86,69.26,59.10,339.41,71.04,183.17,71.32,69.23,141.5198,133.5316
50.368,64.53,74.24,72.40,366.32,65.15,197.01,69.46,66.18,141.6203,133.6258
50.400,71.56,68.31,64.83,397.89,63.68,212.10,71.06,67.92,141.7145,133.7200
50.432,63.46,68.97,67.76,444.68,65.84,218.73,74.19,70.33,141.8087,133.8205
50.464,70.31,67.13,69.76,510.73,66.86,229.95,69.22,67.27,141.9092,133.9147
50.496,61.07,68.92,74.54,532.15,72.73,271.21,63.78,63.75,141.9845,133.8645
50.528,64.08,70.51,63.27,507.20,66.63,291.02,66.19,70.52,142.0662,133.8205
50.560,66.00,64.27,68.79,445.50,68.52,310.13,68.11,73.36,142.1478,133.7703
50.592,63.67,68.61,66.06,432.48,67.53,322.68,67.69,71.12,142.2232,133.7200
50.624,66.99,69.28,66.17,67.28,67.03,354.56,65.69,65.14,142.3048,133.6761
50.656,65.49,69.55,69.44,63.08,70.29,360.14,60.79,66.79,142.3990,133.7703
50.688,71.20,63.88,67.34,65.63,63.64,386.57,66.12,67.27,142.4995,133.8645
50.720,69.60,66.81,68.72,69.51,71.05,398.69,68.93,65.06,142.5937,133.9587
50.752,66.20,68.75,63.82,70.23,61.42,409.29,65.41,66.35,142.6879,134.0592
50.784,68.77,69.48,62.93,64.01,65.84,460.54,67.12,70.91,142.7884,134.1534
50.816,68.67,70.17,61.16,66.30,69.68,484.18,71.25,68.18,142.8826,134.2476
50.848,59.17,73.15,73.11,61.57,68.62,558.06,68.34,69.05,142.9768,134.3480
50.880,68.67,68.47,72.46,72.57,63.38,581.18,67.47,68.38,143.0710,134.4422
50.912,59.67,72.19,62.70,67.32,64.87,595.49,67.20,65.40,143.1714,134.5364
50.944,68.05,62.44,67.88,69.57,68.34,769.52,58.03,68.53,143.2656,134.6306
50.976,63.24,72.05,65.05,63.54,68.16,898.83,62.01,66.48,143.3598,134.7311
51.008,65.56,67.62,64.05,71.33,69.57,1075.34,66.68,69.36,143.4540,134.7939
51.040,62.56,64.44,72.77,69.86,67.66,1214.72,66.40,67.43,143.5545,134.8567
51.072,65.20,65.22,68.79,63.29,68.65,1334.78,62.98,64.91,143.6487,134.9195
51.104,69.38,68.31,66.58,66.81,69.18,1467.16,72.30,68.10,143.7429,134.9823
51.136,68.60,63.74,67.70,73.31,64.59,1564.13,72.16,68.19,143.8434,135.0514
51.168,69.38,66.31,71.40,69.14,63.68,642.40,64.22,67.37,143.9376,135.1142
51.200,63.18,67.83,73.22,74.05,62.85,369.49,62.25,68.10,144.0318,135.2084
51.232,69.90,66.90,63.18,63.25,72.67,271.82,67.98,67.94,144.1260,135.3026
51.264,68.25,72.73,63.99,70.02,67.62,193.86,65.31,62.29,144.2265,135.4031
51.296,72.35,65.63,65.31,68.85,60.13,154.24,66.08,65.38,144.3207,135.4973
51.328,68.01,68.49,63.10,63.66,65.76,126.12,71.95,69.46,144.4149,135.5915
51.360,61.95,65.62,64.91,72.43,67.02,114.29,67.11,67.61,144.5091,135.6857
51.392,66.47,62.83,69.54,65.43,72.77,95.16,67.22,66.10,144.6096,135.7862
51.424,69.41,65.16,70.78,72.34,62.89,60.87,68.70,69.31,144.7038,135.8804
51.456,61.97,60.49,69.22,71.54,64.38,70.30,63.18,67.81,144.7980,135.9746
51.488,69.63,76.45,68.34,60.83,70.07,63.50,65.92,64.73,144.8984,136.0750
51.520,64.82,70.28,63.18,66.60,60.83,72.44,74.28,68.43,144.9926,136.1692
51.552,67.46,62.76,69.58,67.97,68.81,63.34,68.54,61.13,145.0868,136.2634
51.584,61.78,69.55,67.12,63.76,67.47,60.51,71.54,72.51,145.1810,136.3576
51.616,67.51,67.74,69.58,72.31,73.73,67.37,65.72,72.22,145.2815,136.4581
51.648,63.71,67.40,67.89,68.68,60.27,64.40,64.16,64.10,145.3757,136.5523
51.680,66.96,70.04,67.53,67.73,63.27,65.53,66.25,67.92,145.4699,136.6465
51.712,69.16,71.33,63.00,70.04,67.61,63.55,61.42,63.36,145.5704,136.7407
51.744,76.86,64.45,69.51,64.46,71.04,68.43,64.45,66.10,145.6646,136.8412
51.776,74.63,71.85,73.22,62.58,66.12,66.97,66.81,70.22,145.7588,136.9354
51.808,66.29,71.37,66.76,71.22,67.36,70.42,65.14,67.17,145.8530,137.0296
51.840,66.89,66.98,70.70,64.12,67.47,66.66,64.92,69.75,145.9535,137.1301
51.872,71.30,66.88,61.81,67.21,72.87,70.80,70.01,60.85,146.0477,137.2243
51.904,65.58,69.65,64.98,70.03,66.57,68.33,72.55,65.23,146.1419,137.3185
51.936,67.26,67.27,63.22,65.24,68.87,65.20,65.24,69.79,146.2361,137.4127
51.968,60.84,68.52,59.12,64.78,66.83,64.87,69.99,70.92,146.3366,137.5132
52.000,64.07,64.66,71.77,65.21,68.67,72.53,67.54,66.45,146.4308,137.6074
52.032,63.69,63.58,65.08,64.50,75.07,69.23,61.53,65.81,146.5250,137.7016
52.064,67.75,69.50,71.67,72.11,67.14,68.01,68.06,68.97,146.6254,137.7958
52.096,67.25,66.77,62.62,68.78,65.13,62.40,64.70,69.41,146.7196,137.8962
52.128,69.13,67.39,63.58,70.22,68.45,63.71,69.08,70.33,146.8138,137.9904
52.160,73.56,65.55,64.99,61.45,63.20,69.36,70.03,69.35,146.9080,138.0846
52.192,71.34,65.28,63.79,65.02,71.30,63.77,69.02,66.08,147.0085,138.1851
52.224,62.98,64.61,69.20,71.81,70.61,67.65,67.92,70.16,147.1027,138.2793
52.256,67.75,68.96,66.38,63.38,67.27,65.98,67.77,83.69,147.1969,138.3735
52.288,71.06,66.38,64.63,67.03,63.50,62.75,66.74,91.53,147.2911,138.4677
52.320,61.80,70.63,68.03,69.93,72.26,71.54,78.03,105.10,147.3916,138.5682
52.352,66.62,70.85,63.96,67.18,72.40,63.17,67.40,103.34,147.4858,138.6624
52.384,65.62,66.26,64.25,62.90,65.62,67.69,65.43,112.95,147.5800,138.7566
52.416,66.01,59.55,70.02,70.16,70.67,68.56,70.28,107.81,147.6805,138.8571
52.448,63.64,66.40,69.37,65.14,68.01,70.61,64.70,102.94,147.7747,138.9513
52.480,72.71,60.73,65.97,68.07,66.19,62.59,62.22,102.99,147.8689,139.0455
52.512,60.65,66.86,67.25,65.41,64.06,65.72,63.82,88.03,147.9631,139.1397
52.544,68.44,67.73,72.04,64.39,70.04,69.32,70.28,78.57,148.0636,139.2402
52.576,65.77,66.62,63.08,66.08,71.26,70.07,65.30,73.83,148.1578,139.3344
52.608,63.36,66.74,60.59,66.52,71.73,65.90,65.88,71.05,148.2520,139.4286
52.640,68.56,68.71,66.01,64.65,60.95,69.02,65.90,70.14,148.3524,139.5228
52.672,66.91,66.51,65.19,71.58,66.79,66.66,64.99,68.55,148.4466,139.6232
52.704,66.90,68.51,69.60,69.87,67.10,67.83,64.38,63.81,148.5408,139.7174
52.736,65.54,72.00,70.66,69.26,66.19,68.46,68.26,70.21,148.6350,139.8116
52.768,62.17,64.88,63.44,73.95,64.63,66.62,69.40,66.51,148.7355,139.9121
52.800,65.63,69.52,63.23,70.59,67.76,67.69,64.88,68.93,148.8297,140.0063
52.832,67.21,67.91,63.64,71.29,68.65,64.60,67.49,70.39,148.9239,140.1005
52.864,67.76,63.89,60.71,67.39,67.43,64.75,64.80,66.14,149.0181,140.1947
52.896,67.93,68.66,65.09,64.29,66.12,62.56,60.39,67.16,149.1186,140.2952
52.928,64.16,66.10,67.08,67.58,66.49,67.92,67.16,71.14,149.2128,140.3894
52.960,69.62,72.38,74.19,68.73,70.06,67.96,66.78,72.91,149.3070,140.4836
52.992,72.50,71.46,66.47,69.59,67.58,67.10,64.23,66.35,149.4075,140.5778
53.024,67.76,67.01,74.08,62.17,68.36,70.66,66.25,68.82,149.5017,140.6783
53.056,69.26,66.16,62.60,64.24,68.79,66.19,64.49,64.76,149.5959,140.7725
53.088,63.99,62.99,69.95,65.55,66.43,60.79,61.84,65.79,149.6901,140.8667
53.120,69.05,69.72,72.31,70.48,70.50,62.48,70.78,67.52,149.7906,140.9672
53.152,63.00,70.78,64.56,71.91,66.52,69.90,65.13,69.13,149.8848,141.0614
53.184,69.35,64.09,58.89,69.60,68.32,65.22,63.35,68.83,149.9790,141.1556
53.216,68.66,72.77,67.54,64.81,70.97,74.14,69.04,64.89,150.0732,141.2498
53.248,58.24,67.93,71.63,66.18,64.28,63.56,73.25,65.97,150.1736,141.3502
53.280,68.51,62.55,69.93,68.80,66.29,66.22,62.87,71.44,150.2678,141.4444
53.312,69.03,67.97,66.31,63.07,65.56,71.30,64.74,64.82,150.3620,141.5386
53.344,76.56,69.33,71.51,64.80,67.57,64.55,63.95,67.65,150.4625,141.6328
53.376,66.25,70.02,71.53,68.06,65.35,67.43,63.52,70.90,150.5567,141.7333
53.408,64.26,68.89,65.34,63.26,73.61,68.89,68.10,72.13,150.6509,141.8275
53.440,67.38,61.68,73.03,68.62,65.96,64.97,68.27,67.52,150.7451,141.9217
53.472,59.98,66.35,73.27,67.03,69.34,65.78,67.15,63.21,150.8456,142.0222
53.504,76.52,70.85,74.17,64.31,67.19,63.88,65.99,70.48,150.9398,142.1164
53.536,64.46,65.37,69.79,73.38,62.25,69.11,69.59,67.33,151.0340,142.2106
53.568,73.00,72.60,69.53,71.73,66.74,66.56,68.90,66.23,151.1282,142.3048
53.600,74.93,71.95,62.63,70.14,66.06,69.97,69.38,65.94,151.2287,142.4053
53.632,66.68,66.37,70.79,68.63,66.84,60.66,71.00,70.81,151.3229,142.4995
53.664,73.35,69.24,67.57,64.60,68.65,65.39,67.00,67.14,151.4171,142.5937
53.696,64.28,65.48,70.36,67.58,66.61,74.92,62.64,65.60,151.5176,142.6942
53.728,70.74,67.25,64.15,70.00,63.69,62.01,64.47,68.70,151.6118,142.7884
53.760,67.58,67.38,68.43,67.66,69.27,70.82,74.16,69.09,151.7060,142.8826
53.792,73.00,65.54,67.98,69.23,67.10,70.01,63.12,66.68,151.8002,142.9768
53.824,62.51,68.27,67.71,65.42,71.17,68.71,69.13,69.59,151.9006,143.0772
53.856,65.20,65.63,71.02,67.47,72.67,65.86,60.34,62.09,151.9948,143.1714
53.888,68.39,68.48,66.24,73.74,67.58,68.96,62.79,66.23,152.0890,143.2656
53.920,58.78,71.73,61.85,62.81,65.19,72.02,60.36,66.74,152.1895,143.3598
53.952,72.30,65.71,68.13,68.30,68.70,64.12,75.13,67.31,152.2837,143.4603
53.984,67.23,64.91,64.91,65.43,67.06,65.91,68.75,64.99,152.3779,143.5545
54.016,61.62,69.95,64.57,73.24,69.12,64.22,65.15,72.02,152.4721,143.6487
54.048,68.04,67.29,65.87,67.61,66.64,71.41,70.50,70.09,152.5726,143.7492
54.080,67.01,68.57,68.01,65.91,71.62,67.45,64.71,66.14,152.6668,143.8434
54.112,60.91,67.39,66.70,65.92,64.53,61.46,62.60,66.21,152.7610,143.9376
54.144,65.15,63.94,65.32,62.36,65.91,65.38,62.23,59.49,152.8552,144.0318
54.176,65.80,69.82,70.39,65.75,66.45,70.46,64.90,66.93,152.9557,144.1323
54.208,69.20,64.23,72.21,62.13,64.77,70.09,69.85,66.89,153.0499,144.2265
54.240,73.66,59.70,67.90,68.82,67.85,64.06,67.37,68.15,153.1441,144.3207
54.272,60.96,68.68,69.49,64.32,62.06,73.21,68.58,67.47,153.2446,144.4149
54.304,69.82,69.85,68.15,66.05,60.50,63.26,68.00,66.10,153.3388,144.5154
54.336,67.45,65.09,73.77,67.32,66.75,67.41,71.50,61.95,153.4330,144.6096
54.368,70.06,72.27,69.07,65.27,68.40,64.45,64.62,69.83,153.5272,144.7038
54.400,68.50,62.53,65.04,65.53,65.84,64.73,70.20,66.23,153.6276,144.8042
54.432,63.78,65.62,68.26,67.52,66.73,67.87,66.88,64.06,153.7218,144.8984
54.464,67.90,64.20,61.45,66.60,68.43,64.59,71.54,65.65,153.8160,144.9926
54.496,69.13,63.06,64.08,58.20,65.58,62.06,69.14,71.19,153.9102,145.0868
54.528,66.89,70.02,65.58,63.47,69.81,69.29,61.79,58.44,154.0107,145.1873
54.560,63.53,71.48,62.54,70.52,72.93,67.02,69.30,64.70,154.1049,145.2815
54.592,63.51,69.45,61.93,71.38,70.60,73.14,59.15,69.52,154.1991,145.3757
54.624,61.49,66.11,63.44,65.19,68.65,69.09,71.15,69.39,154.2996,145.4699
54.656,66.55,73.16,77.22,64.31,67.45,70.83,67.48,64.94,154.3938,145.5704
54.688,71.07,62.04,72.25,62.33,69.44,71.53,64.39,66.55,154.4880,145.6646
54.720,69.47,65.35,70.32,65.34,73.51,63.13,70.30,65.67,154.5822,145.7588
54.752,64.87,66.94,65.18,69.19,65.29,67.76,72.47,67.86,154.6827,145.8593
54.784,66.24,64.57,68.91,64.57,72.22,70.32,68.31,70.38,154.7769,145.9535
54.816,65.66,62.15,70.45,69.33,68.89,61.13,65.08,67.49,154.8711,146.0477
54.848,65.28,64.60,67.81,67.55,67.60,67.25,66.74,66.11,154.9653,146.1419
54.880,64.54,61.66,67.72,68.97,62.59,67.42,66.34,68.40,155.0658,146.2424
54.912,66.50,67.37,73.38,62.96,66.81,63.45,72.00,69.96,155.1600,146.3366
54.944,66.15,62.92,68.33,66.75,58.84,67.70,62.69,64.22,155.2542,146.4308
54.976,72.53,69.05,65.04,66.44,69.08,65.85,69.92,65.67,155.3546,146.5312
55.008,65.15,66.64,69.70,65.84,66.10,70.37,67.30,64.93,155.4488,146.6254
55.040,62.99,66.04,65.85,62.35,72.19,61.92,64.65,73.42,155.5430,146.7196
55.072,63.38,71.08,69.96,69.55,69.67,69.87,69.96,70.77,155.6372,146.8138
55.104,69.65,70.62,68.10,66.62,69.47,71.76,65.86,72.86,155.7377,146.9143
55.136,73.43,63.54,71.15,68.31,60.59,65.13,66.35,60.94,155.8319,147.0085
55.168,67.14,66.66,64.60,62.99,65.94,61.66,66.46,69.45,155.9261,147.1027
55.200,68.19,64.98,64.40,70.84,65.50,66.28,70.64,66.40,156.0266,147.1969
55.232,61.13,62.70,69.51,70.02,64.23,70.34,61.46,67.08,156.1208,147.2974
55.264,60.91,64.90,67.76,67.82,63.37,66.75,69.08,71.32,156.2150,147.3916
55.296,62.42,64.93,70.41,69.87,64.13,68.09,67.21,69.63,156.3092,147.4858
55.328,66.46,67.37,64.54,71.31,70.28,63.15,69.34,69.08,156.4097,147.5863
55.360,72.86,69.59,66.42,66.18,72.87,66.56,71.30,64.77,156.5039,147.6805
55.392,66.98,62.72,71.72,71.61,68.97,65.93,68.51,66.81,156.5981,147.7747
55.424,69.08,66.38,65.04,65.16,72.30,67.08,68.61,63.46,156.6923,147.8689
55.456,71.07,75.24,60.13,68.52,68.20,74.66,66.43,67.41,156.7928,147.9694
55.488,65.63,69.84,67.49,70.34,68.64,64.62,63.56,70.99,156.8870,148.0636
55.520,62.86,69.79,61.38,67.16,68.14,66.32,67.29,62.09,156.9812,148.1578
55.552,63.38,66.05,70.09,71.83,63.05,67.19,67.52,70.62,157.0816,148.2520
55.584,70.62,65.66,62.95,62.98,63.64,69.00,60.05,66.06,157.1758,148.3524
55.616,62.97,68.86,65.13,65.19,71.19,67.73,69.38,68.62,157.2700,148.4466
55.648,64.72,63.71,65.45,68.38,64.54,58.93,63.01,70.54,157.3642,148.5408
55.680,62.30,71.32,72.41,69.49,59.76,60.89,61.16,66.40,157.4647,148.6413
55.712,69.19,70.15,67.94,68.31,69.33,60.18,64.99,67.48,157.5589,148.7355
55.744,69.64,67.57,64.48,70.07,67.21,60.73,69.28,65.16,157.6531,148.8297
55.776,64.89,68.93,65.02,63.81,67.30,66.32,67.73,69.88,157.7473,148.9239
55.808,65.09,64.56,69.88,65.74,70.24,63.13,65.69,63.68,157.8478,149.0244
55.840,66.04,63.59,73.16,70.86,67.59,68.95,64.97,68.05,157.9420,149.1186
55.872,66.69,67.68,62.02,67.39,65.35,62.63,67.00,68.72,158.0362,149.2128
55.904,68.75,58.66,69.68,66.44,74.26,69.89,64.01,67.77,158.1367,149.3070
55.936,67.06,61.17,67.35,68.95,66.58,63.04,66.52,65.53,158.2309,149.4075
55.968,68.67,66.90,68.92,67.51,63.57,65.79,65.36,70.49,158.3251,149.5017
56.000,69.18,65.24,69.16,71.51,65.68,66.38,67.36,68.24,158.4193,149.5959
56.032,63.09,67.51,63.79,71.83,65.26,70.19,66.87,63.07,158.5198,149.6964
56.064,69.03,60.83,64.63,65.41,63.74,67.13,67.12,65.06,158.6140,149.7906
56.096,63.60,65.49,67.53,63.67,68.41,62.85,69.44,65.29,158.7082,149.8848
56.128,69.25,66.13,62.19,70.31,64.72,66.24,62.86,69.32,158.8024,149.9790
56.160,70.38,63.66,72.25,63.77,62.51,72.85,67.94,66.97,158.9028,150.0794
56.192,61.72,66.85,68.05,69.21,67.59,70.95,70.22,65.26,158.9970,150.1736
56.224,65.69,67.59,65.62,64.04,69.59,63.34,67.97,70.07,159.0912,150.2678
56.256,72.90,67.86,69.63,68.69,68.83,67.96,67.85,65.82,159.1917,150.3683
56.288,67.71,68.30,74.54,65.84,67.79,66.20,68.49,64.91,159.2859,150.4625
56.320,70.61,63.67,73.46,69.87,60.46,61.61,63.71,66.40,159.3801,150.5567
56.352,62.76,67.28,65.14,68.22,69.80,68.73,75.18,72.50,159.4743,150.6509
56.384,71.19,70.59,70.06,65.62,69.21,64.97,65.17,66.22,159.5748,150.7514
56.416,66.35,72.01,65.29,64.47,64.77,68.00,70.87,65.98,159.6690,150.8456
56.448,63.54,68.51,67.31,73.52,69.72,67.20,65.71,63.69,159.7632,150.9398
56.480,68.76,64.88,71.18,74.32,70.79,67.93,69.35,64.38,159.8637,151.0340
56.512,65.52,63.36,60.10,85.99,59.79,68.29,62.56,65.42,159.9579,151.1345
56.544,66.03,67.21,70.18,97.34,67.05,65.09,67.68,68.48,160.0521,151.2287
56.576,67.73,63.18,69.04,102.64,65.04,62.94,64.65,61.73,160.1463,151.3229
56.608,61.28,71.24,72.80,107.76,70.14,72.31,69.46,66.84,160.2468,151.4234
56.640,69.19,69.41,69.59,111.22,64.16,63.59,61.08,63.96,160.3410,151.5176
56.672,67.32,68.62,71.88,106.41,62.81,64.51,74.26,66.78,160.4352,151.6118
56.704,69.19,83.14,72.03,113.20,65.02,66.34,62.45,67.40,160.5294,151.7060
56.736,66.01,86.61,62.37,117.14,65.63,67.16,67.28,71.38,160.6298,151.8064
56.768,65.53,98.35,69.17,123.87,69.18,67.85,68.12,68.89,160.7240,151.9006
56.800,73.75,103.46,68.77,126.03,64.47,74.22,68.26,64.85,160.8182,151.9948
56.832,65.86,106.42,68.43,143.88,65.91,67.76,66.29,65.23,160.9187,152.0890
56.864,64.40,118.12,68.30,135.38,64.43,66.07,66.27,69.41,161.0129,152.1895
56.896,67.87,122.10,69.86,141.98,64.07,68.51,65.72,71.45,161.1071,152.2837
56.928,69.36,118.20,69.29,160.52,67.47,74.30,65.04,67.58,161.2013,152.3779
56.960,69.71,124.33,66.21,166.98,61.55,68.43,66.89,69.05,161.3018,152.4784
56.992,68.53,132.67,63.15,193.25,67.84,67.85,65.23,65.85,161.3960,152.5726
57.024,64.76,146.58,70.67,192.57,68.78,65.90,59.58,64.11,161.4902,152.6668
57.056,65.35,157.10,72.26,223.94,60.73,61.60,71.20,63.30,161.5844,152.7610
57.088,66.34,162.11,68.72,226.20,70.01,71.44,64.60,68.76,161.6849,152.8615
57.120,61.98,183.38,63.54,259.19,70.28,73.32,67.30,65.87,161.7791,152.9557
57.152,60.29,188.07,68.71,289.39,62.09,92.62,67.80,57.45,161.8733,153.0499
57.184,69.47,220.14,63.87,316.93,65.46,104.10,59.48,62.22,161.9738,153.1441
57.216,74.97,220.68,63.71,351.39,63.35,104.89,68.77,69.25,162.0680,153.2446
57.248,64.15,237.67,66.97,375.99,75.35,111.28,61.94,77.46,162.1622,153.3388
57.280,64.27,274.34,69.91,435.52,63.62,112.54,73.28,70.69,162.2564,153.4330
57.312,64.83,304.27,66.00,526.73,68.96,121.83,70.72,69.38,162.3568,153.5334
57.344,70.13,304.59,64.30,617.03,70.74,148.53,68.70,63.74,162.4322,153.4832
57.376,66.94,283.70,72.80,560.73,62.92,159.60,66.97,62.41,162.5138,153.4330
57.408,70.22,240.99,67.64,585.38,70.60,182.40,63.38,69.55,162.5955,153.3890
57.440,67.91,231.19,70.08,582.09,67.78,205.50,70.90,65.88,162.6771,153.3388
57.472,71.01,210.42,70.91,607.71,68.85,231.37,65.55,67.85,162.7525,153.2885
57.504,65.14,187.31,70.07,586.44,65.50,259.91,70.05,67.18,162.8341,153.2446
57.536,68.48,167.10,66.66,528.36,70.01,277.86,70.43,67.96,162.9158,153.1943
57.568,67.05,156.11,71.46,548.44,65.11,320.69,67.37,62.59,162.9911,153.1441
57.600,66.11,134.58,73.66,519.96,66.30,332.25,64.67,69.68,163.0728,153.1001
57.632,69.59,120.30,65.99,455.45,63.74,361.24,70.40,64.68,163.1544,153.0499
57.664,67.53,112.97,69.00,434.33,66.17,367.92,75.76,76.03,163.2360,153.0059
