tiempo,frontal_der,frontal_izq,diagonal_der,diagonal_izq,lateral_der,lateral_izq,trasero_der,trasero_izq,encoder_izq,encoder_der
19.136,68.17,67.00,65.06,71.44,69.69,69.43,65.78,68.76,52.8713,54.1838
19.168,66.96,66.85,74.03,69.17,67.26,67.55,68.09,66.29,52.9655,54.2780
19.200,66.33,68.46,68.89,68.95,69.42,70.03,66.76,66.45,53.0660,54.3722
19.232,64.25,68.96,70.18,66.70,64.45,64.55,64.60,62.38,53.1602,54.4727
19.264,70.97,71.30,68.55,68.47,74.07,64.15,67.74,68.32,53.2544,54.5669
19.296,65.83,72.18,64.71,68.38,68.88,65.60,68.62,60.86,53.3486,54.6611
19.328,62.24,62.58,69.91,61.84,66.87,63.42,68.70,71.35,53.4491,54.7553
19.360,65.52,71.35,71.60,65.40,60.42,64.85,61.50,64.95,53.5433,54.8558
19.392,68.84,65.23,67.89,65.43,69.87,66.94,68.49,67.60,53.6375,54.9500
19.424,62.50,65.55,63.35,67.30,68.61,66.75,61.11,63.72,53.7317,55.0442
19.456,68.22,64.95,71.59,67.05,65.33,67.94,70.24,65.14,53.8322,55.1447
19.488,63.61,69.55,67.40,63.43,66.96,64.28,58.72,66.03,53.9264,55.2389
19.520,63.54,68.79,69.40,69.70,62.47,65.59,70.97,65.49,54.0206,55.3331
19.552,68.98,73.61,61.37,66.59,68.40,63.06,69.98,68.17,54.1210,55.4273
19.584,67.72,60.23,67.23,66.47,67.33,59.16,63.02,66.85,54.2152,55.5278
19.616,65.58,67.25,63.90,66.46,67.03,71.48,63.49,68.85,54.3094,55.6220
19.648,68.33,71.63,71.06,66.85,63.38,66.28,70.75,60.54,54.4036,55.7162
19.680,65.93,66.40,69.81,68.95,63.81,65.83,67.85,68.06,54.5041,55.8104
19.712,64.15,70.02,68.28,61.58,70.74,72.58,67.60,66.29,54.5983,55.9108
19.744,63.91,65.24,68.37,68.79,64.68,64.38,68.92,68.66,54.6925,56.0050
19.776,63.67,61.23,62.57,63.76,68.29,66.47,68.45,69.62,54.7867,56.0992
19.808,67.49,67.51,66.78,63.01,65.42,57.73,64.70,61.34,54.8872,56.1997
19.840,65.48,71.20,70.37,67.75,71.06,66.61,70.53,66.00,54.9814,56.2939
19.872,67.09,65.99,68.62,67.04,63.65,61.72,66.12,67.60,55.0756,56.3881
19.904,62.17,71.57,66.20,72.01,66.36,71.92,73.29,64.44,55.1761,56.4823
19.936,60.49,74.42,73.90,65.28,61.99,71.54,68.93,68.21,55.2703,56.5828
19.968,68.11,72.03,66.36,69.69,72.57,68.15,70.37,72.70,55.3645,56.6770
20.000,60.18,67.68,68.20,67.15,65.64,70.12,72.82,67.27,55.4587,56.7712
20.032,67.34,68.31,64.64,69.33,60.11,70.69,70.74,71.95,55.5592,56.8654
20.064,67.96,70.47,73.68,63.39,73.90,67.88,66.34,72.24,55.6534,56.9659
20.096,68.16,68.37,67.70,65.73,62.76,68.27,60.78,65.02,55.7476,57.0601
20.128,65.81,59.29,71.87,65.84,64.60,64.48,70.19,66.99,55.8480,57.1543
20.160,67.78,71.46,69.24,71.16,71.88,70.62,70.23,63.45,55.9422,57.2548
20.192,63.12,73.57,67.35,71.28,64.78,67.13,66.31,64.01,56.0364,57.3490
20.224,68.15,67.26,65.55,65.69,66.87,70.85,61.28,64.87,56.1306,57.4432
20.256,76.39,62.34,67.97,68.70,69.48,69.63,68.90,66.92,56.2311,57.5374
20.288,70.54,67.82,69.16,66.48,63.68,64.74,67.64,69.04,56.3253,57.6378
20.320,69.50,69.32,65.06,69.42,64.77,73.77,69.40,64.16,56.4195,57.7320
20.352,66.32,67.04,69.79,71.25,67.62,68.94,69.18,67.37,56.5137,57.8262
20.384,63.55,63.54,71.62,65.20,71.82,67.71,70.82,68.57,56.6142,57.9204
20.416,70.30,71.05,68.18,63.26,65.75,65.84,67.74,62.62,56.7084,58.0209
20.448,64.23,69.89,60.76,65.12,66.53,68.06,64.73,77.03,56.8026,58.1151
20.480,63.27,68.49,65.35,66.18,68.27,63.94,61.58,68.38,56.9031,58.2093
20.512,65.10,73.46,69.15,71.00,67.31,72.90,65.25,67.18,56.9973,58.3098
20.544,61.23,68.75,68.17,71.35,64.09,69.17,70.76,69.53,57.0915,58.4040
20.576,63.52,69.36,66.46,70.57,69.69,68.51,62.66,66.55,57.1857,58.4982
20.608,71.66,69.84,71.49,67.29,69.01,59.54,67.32,61.51,57.2862,58.5924
20.640,69.01,69.32,64.94,59.82,61.52,63.83,66.26,70.22,57.3804,58.6929
20.672,68.74,65.08,71.90,68.62,71.47,69.16,69.87,61.68,57.4746,58.7871
20.704,67.04,68.14,66.36,74.00,65.14,64.46,67.16,70.77,57.5688,58.8813
20.736,69.48,65.37,70.17,67.48,67.83,72.24,64.91,73.87,57.6692,58.9818
20.768,61.47,63.15,70.36,63.53,66.68,65.62,69.88,69.25,57.7634,59.0760
20.800,67.17,69.08,63.73,63.02,69.86,65.09,67.37,65.91,57.8576,59.1702
20.832,67.84,70.73,71.65,70.44,68.27,59.75,72.26,72.73,57.9581,59.2644
20.864,71.81,59.61,67.80,63.75,65.50,65.90,69.40,68.56,58.0523,59.3648
20.896,63.59,61.09,67.19,67.45,66.84,63.88,64.12,68.24,58.1465,59.4590
20.928,65.24,68.94,71.66,68.16,73.58,69.14,64.81,71.45,58.2407,59.5532
20.960,71.28,62.62,77.72,66.55,65.33,70.66,69.26,64.14,58.3412,59.6474
20.992,64.02,66.34,69.42,63.88,67.92,70.14,69.31,66.25,58.4354,59.7479
21.024,76.45,67.23,67.17,69.57,68.49,60.39,67.87,59.86,58.5296,59.8421
21.056,61.40,68.80,67.81,68.82,66.28,63.72,70.50,69.41,58.6238,59.9363
21.088,65.64,61.23,68.79,61.39,64.47,73.36,65.22,66.89,58.7243,60.0368
21.120,68.69,69.02,64.74,68.26,65.14,71.56,70.17,61.80,58.8185,60.1310
21.152,64.15,57.99,65.60,60.35,69.03,68.59,66.48,63.60,58.9127,60.2252
21.184,71.08,66.39,65.37,62.79,68.64,67.90,68.41,68.44,59.0132,60.3194
21.216,68.76,71.68,68.21,66.63,62.48,64.26,68.87,68.13,59.1074,60.4199
21.248,64.04,65.19,71.86,66.99,63.34,69.05,67.54,71.69,59.2016,60.5141
21.280,71.38,70.97,61.98,71.76,61.89,65.17,64.69,63.91,59.2958,60.6083
21.312,69.82,67.28,69.32,67.36,61.31,65.97,64.74,68.18,59.3962,60.7025
21.344,70.19,70.29,68.44,69.55,68.07,72.92,67.58,71.31,59.4904,60.8030
21.376,67.20,68.54,61.03,62.08,67.87,64.12,65.62,72.85,59.5846,60.8972
21.408,68.82,65.31,65.78,68.24,60.62,63.23,67.52,65.99,59.6851,60.9914
21.440,65.67,67.17,72.46,73.33,67.09,69.19,70.79,68.26,59.7793,61.0918
21.472,69.05,61.53,65.76,67.32,74.15,68.47,68.86,68.46,59.8735,61.1860
21.504,70.94,72.06,65.81,64.97,64.36,69.33,67.61,69.81,59.9677,61.2802
21.536,70.36,65.45,68.42,69.22,65.00,63.44,70.95,65.47,60.0682,61.3744
21.568,69.06,66.09,73.53,76.06,66.76,66.09,65.84,71.02,60.1624,61.4749
21.600,66.42,66.33,65.26,68.61,65.70,68.00,69.67,67.22,60.2566,61.5691
21.632,64.37,60.07,68.00,62.05,63.68,66.76,66.34,69.73,60.3508,61.6633
21.664,68.83,66.44,66.89,68.72,66.91,67.85,62.90,70.78,60.4513,61.7575
21.696,64.70,64.56,63.01,67.43,67.39,65.61,66.98,57.78,60.5455,61.8580
21.728,64.39,66.79,61.89,68.26,70.77,68.66,70.48,59.68,60.6397,61.9522
21.760,66.57,66.20,65.31,62.17,65.67,71.86,63.56,69.72,60.7402,62.0464
21.792,73.33,64.88,65.78,62.51,69.60,72.89,59.56,68.09,60.8344,62.1469
21.824,68.79,67.54,62.16,71.09,64.57,62.11,69.03,67.04,60.9286,62.2411
21.856,65.22,67.82,65.81,64.21,65.63,71.02,66.85,69.00,61.0228,62.3353
21.888,65.10,65.55,64.04,63.80,62.93,68.31,61.24,67.77,61.1232,62.4295
21.920,65.08,66.55,69.88,67.66,70.52,70.90,70.20,70.77,61.2174,62.5300
21.952,66.29,66.64,65.90,67.24,62.52,67.27,67.08,62.03,61.3116,62.6242
21.984,71.28,67.25,68.03,64.70,66.50,67.17,64.57,63.65,61.4058,62.7184
22.016,69.34,72.20,67.10,66.75,64.39,66.10,66.50,70.23,61.5063,62.8188
22.048,66.45,65.86,66.85,60.60,64.89,68.91,68.96,69.91,61.6005,62.9130
22.080,62.95,69.21,70.86,66.73,67.14,71.04,70.55,66.51,61.6947,63.0072
22.112,66.84,71.67,72.07,61.84,63.57,64.36,67.45,70.44,61.7952,63.1014
22.144,67.16,67.04,66.44,71.64,65.59,69.50,70.71,67.51,61.8894,63.2019
22.176,69.39,65.47,69.27,68.27,68.59,67.81,60.31,68.08,61.9836,63.2961
22.208,62.85,67.03,63.50,68.80,63.48,74.11,69.56,65.91,62.0778,63.3903
22.240,67.09,65.45,62.74,63.15,59.25,64.62,67.28,65.36,62.1783,63.4845
22.272,66.75,67.51,68.87,68.00,62.80,67.41,73.15,70.34,62.2725,63.5850
22.304,71.08,70.92,67.88,73.15,67.46,61.87,69.92,67.60,62.3667,63.6792
22.336,69.75,63.91,63.79,67.27,67.28,64.86,65.11,69.81,62.4609,63.7734
22.368,72.31,71.32,67.84,67.48,68.88,69.85,62.07,66.02,62.5614,63.8739
22.400,64.19,65.06,65.33,66.37,70.21,64.10,67.49,69.72,62.6556,63.9681
22.432,70.67,67.52,68.47,65.31,67.34,71.80,68.16,67.09,62.7498,64.0623
22.464,71.08,68.36,64.76,69.95,68.52,69.98,72.35,70.12,62.8502,64.1565
22.496,67.23,68.09,68.77,66.81,66.96,67.12,62.66,66.83,62.9444,64.2570
22.528,64.73,72.98,67.31,65.50,63.35,67.73,68.27,67.51,63.0386,64.3512
22.560,69.21,68.07,60.53,69.31,70.85,67.17,67.57,70.58,63.1328,64.4454
22.592,68.88,69.45,72.31,64.46,69.54,71.54,71.92,66.73,63.2333,64.5396
22.624,67.04,64.71,68.85,69.73,70.09,69.87,70.98,68.04,63.3275,64.6400
22.656,74.34,62.06,67.31,69.80,69.02,67.24,65.27,68.35,63.4217,64.7342
22.688,66.55,65.10,64.75,73.48,72.38,72.41,59.87,69.49,63.5222,64.8284
22.720,68.47,66.05,63.37,66.99,69.08,64.23,63.38,75.04,63.6164,64.9289
22.752,68.55,66.04,67.73,69.29,64.22,64.84,74.18,65.09,63.7106,65.0231
22.784,65.91,61.59,62.09,63.93,64.02,59.08,68.42,69.34,63.8048,65.1173
22.816,67.44,70.54,71.59,69.27,62.83,65.14,66.00,67.99,63.9053,65.2115
22.848,61.48,62.80,59.36,63.69,74.56,68.41,69.90,67.07,63.9995,65.3120
22.880,68.45,77.23,72.44,64.01,64.27,66.25,66.45,66.67,64.0937,65.4062
22.912,67.20,65.74,64.56,62.39,63.52,61.87,68.17,70.86,64.1879,65.5004
22.944,69.51,69.62,69.23,67.18,72.97,70.92,63.62,66.54,64.2884,65.5946
22.976,66.77,71.76,64.64,73.13,72.43,68.65,66.47,64.74,64.3826,65.6951
23.008,72.41,64.88,71.56,66.55,63.82,70.04,63.56,68.04,64.4768,65.7893
23.040,70.38,60.07,66.68,61.08,68.29,64.57,66.97,63.52,64.5772,65.8835
23.072,61.89,66.65,62.51,66.99,74.52,66.31,63.32,67.42,64.6714,65.9840
23.104,69.12,70.06,66.80,70.55,72.55,72.15,67.27,69.67,64.7656,66.0782
23.136,69.01,65.53,67.34,71.07,67.61,67.07,68.73,67.78,64.8598,66.1724
23.168,62.96,59.73,58.48,66.43,71.38,68.12,72.61,66.50,64.9603,66.2666
23.200,66.05,63.91,68.51,72.34,64.56,69.76,65.69,69.38,65.0545,66.3670
23.232,70.43,67.82,65.55,69.52,63.06,71.49,67.33,68.55,65.1487,66.4612
23.264,68.71,66.65,72.18,72.01,66.71,73.84,65.74,66.87,65.2429,66.5554
23.296,68.58,70.14,62.10,70.23,75.86,70.63,64.67,59.90,65.3434,66.6559
23.328,67.46,67.46,69.66,66.58,68.38,70.57,67.49,64.93,65.4376,66.7501
23.360,67.61,70.47,66.25,63.62,66.71,67.56,68.48,68.87,65.5318,66.8443
23.392,62.59,64.56,68.31,65.36,68.33,73.02,71.67,66.31,65.6323,66.9385
23.424,74.97,62.25,64.09,68.68,64.87,73.26,68.51,66.81,65.7265,67.0390
23.456,67.94,66.11,70.79,68.85,64.42,63.10,73.02,66.42,65.8207,67.1332
23.488,61.06,67.31,71.01,67.36,68.92,60.96,67.26,62.68,65.9149,67.2274
23.520,65.76,66.21,63.08,61.59,65.67,64.47,67.08,67.76,66.0154,67.3216
23.552,69.23,66.08,66.39,63.58,68.92,71.06,71.08,69.58,66.1096,67.4221
23.584,69.09,66.65,66.97,67.91,64.87,65.64,67.81,62.10,66.2038,67.5163
23.616,69.40,71.38,65.53,70.79,65.08,64.84,63.66,66.64,66.2980,67.6105
23.648,65.52,67.66,68.17,59.92,61.95,65.64,64.62,65.27,66.3984,67.7110
23.680,63.45,66.71,61.46,67.14,69.48,66.03,66.49,66.54,66.4926,67.8052
23.712,67.89,63.89,61.79,70.00,68.71,66.52,70.89,68.15,66.5868,67.8994
23.744,66.07,71.95,66.53,70.19,65.89,64.74,68.99,70.77,66.6873,67.9936
23.776,65.15,69.02,70.75,62.87,60.98,64.25,67.20,67.37,66.7815,68.0940
23.808,60.91,69.95,64.92,66.28,62.49,72.02,66.28,72.25,66.8757,68.1882
23.840,64.98,67.59,70.45,71.91,66.61,68.42,69.92,67.40,66.9699,68.2824
23.872,71.46,62.46,68.66,65.22,66.27,69.36,66.31,66.17,67.0704,68.3766
23.904,69.38,66.72,65.31,64.62,61.30,68.05,68.46,66.77,67.1646,68.4771
23.936,71.39,66.70,66.64,64.20,67.68,63.49,71.48,65.13,67.2588,68.5713
23.968,66.30,69.17,67.55,70.26,71.13,67.60,67.53,66.50,67.3593,68.6655
24.000,64.72,68.45,66.09,69.35,60.74,66.67,65.87,73.19,67.4535,68.7660
24.032,64.74,58.26,74.65,66.37,65.64,66.20,64.76,66.71,67.5477,68.8602
24.064,62.80,63.06,64.94,67.81,67.88,68.27,67.66,63.41,67.6419,68.9544
24.096,68.71,68.11,65.07,67.19,68.14,65.31,66.19,66.08,67.7424,69.0486
24.128,68.35,68.74,67.25,67.70,65.50,63.26,64.97,69.21,67.8366,69.1491
24.160,63.96,70.29,68.48,68.64,70.36,66.82,72.58,65.80,67.9308,69.2433
24.192,73.20,67.35,65.98,71.46,63.09,67.60,66.19,67.49,68.0250,69.3375
24.224,66.80,68.53,68.43,63.58,62.33,73.45,68.21,65.38,68.1254,69.4317
24.256,67.55,68.49,66.68,69.63,68.95,67.21,63.64,66.75,68.2196,69.5322
24.288,63.10,72.43,64.95,72.23,67.23,69.40,67.96,70.96,68.3138,69.6264
24.320,71.00,73.73,64.24,68.85,61.24,75.42,67.21,63.82,68.4143,69.7206
24.352,62.76,67.88,63.65,68.09,67.28,66.50,66.33,66.51,68.5085,69.8210
24.384,67.75,64.56,69.27,65.67,66.57,62.20,67.04,69.90,68.6027,69.9152
24.416,64.89,64.19,65.92,67.17,68.32,69.16,66.24,66.97,68.6969,70.0094
24.448,70.10,67.11,68.71,65.46,68.77,68.50,62.92,66.79,68.7974,70.1036
24.480,62.22,69.79,65.56,69.45,68.09,65.79,73.59,64.86,68.8916,70.2041
24.512,66.06,66.20,65.44,71.45,70.68,67.67,60.48,68.77,68.9858,70.2983
24.544,71.21,72.26,70.83,70.78,67.58,66.91,67.17,69.72,69.0800,70.3925
24.576,65.25,69.20,67.80,68.72,66.82,67.52,72.79,68.90,69.1805,70.4930
24.608,70.41,66.17,68.55,60.61,68.65,67.30,66.74,62.31,69.2747,70.5872
24.640,70.03,68.75,65.20,66.17,62.14,63.80,68.38,63.38,69.3689,70.6814
24.672,65.65,64.36,67.72,63.05,70.51,72.59,72.43,64.26,69.4694,70.7756
24.704,74.44,67.81,64.82,66.14,63.49,61.91,63.62,71.09,69.5636,70.8761
24.736,68.99,69.19,71.53,72.17,66.33,66.68,65.62,66.95,69.6578,70.9703
24.768,69.21,64.47,63.01,68.97,71.35,65.50,67.26,69.55,69.7520,71.0645
24.800,59.95,69.47,64.40,62.78,73.24,69.78,64.60,62.89,69.8524,71.1587
24.832,63.10,71.36,65.93,67.78,77.66,71.26,71.89,61.92,69.9466,71.2592
24.864,60.83,65.37,71.96,65.16,74.69,74.45,68.40,71.20,70.0408,71.3534
24.896,67.02,70.94,67.35,72.26,80.88,69.31,69.36,64.38,70.1350,71.4476
24.928,71.10,73.13,76.77,69.43,86.50,64.24,66.40,68.89,70.2355,71.5480
24.960,66.96,68.35,80.03,62.23,88.05,61.59,71.13,64.75,70.3297,71.6422
24.992,66.39,63.83,82.73,72.62,92.81,71.77,61.90,65.97,70.4239,71.7364
25.024,66.68,68.15,80.91,65.06,94.71,69.10,65.55,69.01,70.5244,71.8306
25.056,68.11,64.98,87.25,65.79,100.56,66.16,70.04,72.73,70.6186,71.9311
25.088,69.53,61.48,93.97,69.20,102.32,66.23,64.72,73.03,70.7128,72.0253
25.120,68.93,69.59,91.72,65.35,103.05,68.40,64.53,63.79,70.8070,72.1195
25.152,68.93,68.66,97.31,64.43,105.18,63.66,64.86,71.47,70.9075,72.2137
25.184,70.28,67.24,95.18,69.55,107.20,66.58,71.02,67.36,71.0017,72.3142
25.216,68.76,60.42,101.87,68.79,106.39,70.57,62.65,67.85,71.0959,72.4084
25.248,70.02,64.80,103.90,65.32,105.63,67.52,71.59,64.43,71.1964,72.5026
25.280,70.16,69.78,107.48,72.23,109.15,63.41,60.75,66.30,71.2906,72.6031
25.312,62.05,65.20,105.40,71.24,107.86,67.87,66.58,69.01,71.3848,72.6973
25.344,68.61,68.80,110.14,67.35,114.36,68.56,71.24,70.39,71.4790,72.7915
25.376,61.08,65.35,114.66,63.40,115.42,65.55,63.17,67.22,71.5794,72.8857
25.408,71.60,66.38,114.65,61.44,118.79,71.82,70.10,69.46,71.6736,72.9862
25.440,67.82,67.52,113.98,70.44,123.52,63.69,72.42,66.29,71.7678,73.0804
25.472,67.50,61.21,105.96,61.99,113.66,65.72,72.16,76.89,71.8620,73.1746
25.504,67.95,67.28,111.15,66.02,119.24,69.36,66.48,68.62,71.9625,73.2688
25.536,67.01,69.08,121.85,72.80,116.83,66.61,68.83,64.98,72.0567,73.3692
25.568,56.82,70.07,118.55,64.21,127.87,62.82,66.90,66.33,72.1509,73.4634
25.600,65.14,65.68,115.08,70.20,128.80,66.65,64.82,71.17,72.2514,73.5576
25.632,70.96,68.62,117.83,67.77,130.83,68.20,69.14,66.97,72.3456,73.6581
25.664,72.09,83.38,128.36,70.72,131.85,64.76,62.29,68.19,72.4398,73.7523
25.696,68.38,100.90,129.41,65.51,135.97,67.12,62.63,65.64,72.5340,73.8465
25.728,68.82,100.19,144.34,69.37,145.13,61.88,64.13,66.21,72.6345,73.9407
25.760,72.29,114.09,140.33,66.69,142.96,66.74,69.73,66.68,72.7287,74.0412
25.792,72.69,104.62,144.46,76.77,145.44,64.85,65.27,62.33,72.8229,74.1354
25.824,62.16,120.62,134.73,82.64,151.99,62.26,60.14,67.33,72.9171,74.2296
25.856,61.96,118.58,137.58,89.48,149.49,62.80,67.84,71.76,73.0176,74.3238
25.888,77.53,132.45,141.11,103.76,155.41,75.02,64.29,67.67,73.1118,74.4243
25.920,84.92,141.18,153.93,110.30,164.84,69.29,72.37,74.49,73.2060,74.5185
25.952,94.74,151.75,155.50,121.18,165.37,68.92,62.15,65.66,73.3064,74.6127
25.984,107.21,154.02,158.77,116.97,173.60,67.60,72.06,66.55,73.4006,74.7132
26.016,108.49,163.60,162.05,120.62,184.56,65.29,66.70,64.63,73.4948,74.8074
26.048,110.39,177.96,178.50,139.69,180.43,71.62,65.84,69.43,73.5890,74.9016
26.080,113.16,208.00,186.78,155.38,195.71,66.90,65.99,73.58,73.6895,74.9958
26.112,127.59,228.79,186.11,159.56,197.06,68.16,62.62,61.48,73.7837,75.0962
26.144,146.15,263.62,203.29,174.49,201.18,67.93,62.95,67.97,73.8779,75.1904
26.176,150.27,296.86,205.50,202.40,204.60,69.88,60.12,66.91,73.9721,75.2846
26.208,163.49,341.88,216.91,219.83,222.58,68.57,68.95,63.78,74.0726,75.3851
26.240,197.60,366.75,215.55,240.63,225.87,68.05,70.67,67.56,74.1668,75.4793
26.272,220.14,457.58,208.70,299.95,230.62,64.71,64.66,65.61,74.2610,75.5735
26.304,249.10,543.51,225.87,343.67,234.29,72.06,64.29,66.70,74.3615,75.6677
26.336,245.01,767.97,252.36,430.83,233.19,68.13,67.48,70.20,74.4368,75.6238
26.368,227.72,692.46,274.51,467.19,230.35,70.87,67.23,67.63,74.5185,75.5735
26.400,182.29,611.71,290.88,500.74,213.45,69.58,64.75,71.32,74.6001,75.5233
26.432,173.05,574.12,292.68,534.16,189.01,70.24,72.32,70.15,74.6755,75.4793
26.464,152.34,586.64,319.09,646.49,178.16,64.65,69.43,62.53,74.7571,75.4291
26.496,143.66,594.31,331.61,899.97,169.37,94.96,68.04,69.09,74.8388,75.3788
26.528,161.19,616.93,343.34,1136.62,156.57,112.63,67.78,65.76,74.9204,75.3349
26.560,174.27,575.21,353.81,1291.05,143.31,129.50,68.81,70.32,74.9958,75.2846
26.592,187.65,536.94,358.06,1432.35,133.50,151.00,69.08,62.55,75.0774,75.2407
26.624,204.26,495.11,370.51,1502.17,121.67,177.24,72.82,71.04,75.1590,75.1904
26.656,234.48,436.24,359.55,1553.75,108.73,196.04,62.86,60.54,75.2407,75.1402
26.688,251.93,376.64,367.40,1590.00,108.16,233.17,65.95,61.22,75.3160,75.0962
26.720,267.37,361.63,369.27,1617.03,100.38,273.46,67.67,64.00,75.3914,75.0460
26.752,291.95,340.39,366.86,1633.71,71.99,316.29,68.64,60.46,75.4793,74.9958
26.784,314.02,308.92,359.69,1609.38,72.55,345.91,66.50,62.83,75.5610,74.9518
26.816,322.08,285.55,356.58,1606.78,63.34,376.44,69.26,66.44,75.6363,74.9016
26.848,342.83,245.48,350.37,1571.95,65.45,466.88,64.17,68.73,75.7180,74.8513
26.880,355.52,212.13,332.38,1525.30,68.42,547.07,65.19,67.54,75.7996,74.8074
26.912,378.18,191.50,320.04,1421.40,69.53,587.72,66.39,65.55,75.8750,74.7571
26.944,377.36,178.03,301.09,1286.73,68.37,792.61,72.05,62.85,75.9566,74.7132
26.976,396.65,197.20,283.91,1134.76,72.24,977.65,66.55,69.98,76.0382,74.6629
27.008,400.32,214.49,268.64,971.03,69.65,1131.50,71.51,70.77,76.1199,74.6127
27.040,418.70,232.24,236.44,768.27,71.61,1248.25,70.22,63.55,76.1952,74.5687
27.072,413.05,271.09,227.28,576.75,67.26,1312.44,64.93,70.50,76.2769,74.5185
27.104,427.53,314.19,210.85,490.66,68.19,1426.38,64.53,71.75,76.3585,74.4682
27.136,418.32,338.84,183.23,423.14,69.84,1480.89,63.92,65.01,76.4402,74.4243
27.168,410.50,356.19,167.31,368.08,71.22,1504.72,71.53,68.99,76.5155,74.3740
27.200,447.62,369.11,165.88,348.58,71.07,1539.86,68.32,70.94,76.6160,74.4368
27.232,442.01,471.91,159.36,311.58,65.32,1508.47,69.54,87.99,76.6914,74.3929
27.264,482.03,536.01,141.59,266.51,73.19,1505.49,65.21,106.87,76.7730,74.3426
27.296,414.68,610.21,118.38,230.93,71.27,1475.15,63.49,117.80,76.8546,74.2924
27.328,384.69,659.94,105.89,263.99,58.93,1432.15,66.08,148.27,76.9300,74.2484
27.360,372.43,861.44,104.04,307.69,64.99,1374.44,70.90,171.41,77.0116,74.1982
27.392,360.43,990.21,82.24,345.53,67.41,1242.43,68.81,210.45,77.0933,74.1480
27.424,330.53,1113.22,74.01,406.87,70.62,1065.85,67.94,228.03,77.1749,74.1040
27.456,313.38,1115.05,75.73,483.41,68.01,898.05,69.85,272.99,77.2503,74.0538
27.488,276.72,1218.65,73.53,537.42,68.56,733.77,74.06,304.72,77.3319,74.0035
27.520,252.28,1221.39,65.79,772.68,64.27,580.46,67.37,344.38,77.4136,73.9596
27.552,222.58,1235.45,62.13,1033.77,68.33,515.63,58.49,389.88,77.4952,73.9093
27.584,191.58,1234.43,70.88,1278.95,63.36,462.06,69.52,450.42,77.5706,73.8654
27.616,174.88,1230.10,68.54,1470.99,69.92,378.50,70.63,530.48,77.6522,73.8151
27.648,143.08,1238.19,69.99,1615.10,71.48,352.94,67.38,594.22,77.7338,73.7649
27.680,132.21,1138.33,66.09,1742.42,66.04,316.32,63.79,724.82,77.8155,73.7209
27.712,126.88,1043.69,65.33,1851.90,64.50,272.60,67.48,879.97,77.8908,73.6707
27.744,108.38,894.53,64.56,1928.01,74.75,238.79,73.55,1057.54,77.9725,73.6204
27.776,66.79,545.81,68.54,1982.45,66.99,268.67,63.61,1327.32,78.0981,73.4948
27.808,65.18,417.10,67.45,1964.91,67.11,339.93,72.20,1544.32,78.2300,73.3692
27.840,59.55,331.66,70.88,1890.79,71.92,434.26,91.85,1614.84,78.3556,73.2374
27.872,68.18,237.25,65.06,1765.84,68.53,571.57,125.48,1659.99,78.4812,73.1118
27.904,66.51,212.97,69.36,1687.22,64.88,679.52,139.58,1607.02,78.5628,73.0615
27.936,59.66,186.77,70.88,1582.76,68.51,975.81,176.40,1537.90,78.6444,73.0176
27.968,66.90,156.38,69.89,1492.42,66.41,1125.72,190.22,1458.21,78.7261,72.9673
28.000,63.76,134.45,71.24,1324.61,67.99,1337.01,212.08,1298.48,78.8014,72.9171
28.032,65.61,117.65,74.60,1092.46,63.50,1428.41,241.10,1095.34,78.8831,72.8731
28.064,68.51,104.27,68.98,895.88,70.85,1533.89,297.49,954.99,78.9647,72.8229
28.096,69.51,75.52,65.99,617.23,66.93,1607.90,314.29,778.70,79.0401,72.7726
28.128,71.23,63.43,65.65,521.34,66.58,1647.30,330.21,579.87,79.1217,72.7287
28.160,62.20,59.52,62.59,447.63,64.78,1700.44,358.26,526.35,79.2034,72.6784
28.192,69.36,70.11,65.97,367.32,70.39,1705.22,377.74,417.20,79.2850,72.6345
28.224,64.11,62.38,62.53,355.78,69.65,1719.53,348.44,355.59,79.3792,72.6973
28.256,65.45,69.24,69.20,346.71,67.80,1730.03,305.69,307.66,79.4734,72.7601
28.288,61.46,73.27,63.54,332.17,70.04,1737.49,287.27,270.35,79.5739,72.8229
28.320,68.21,71.60,65.74,322.30,62.23,1702.61,256.98,233.97,79.6681,72.8857
28.352,62.84,73.19,66.78,317.65,66.38,1711.11,218.02,208.26,79.7623,72.9485
28.384,63.39,68.87,67.98,300.54,69.94,1705.50,212.66,176.78,79.8565,73.0176
28.416,65.78,63.43,64.42,288.90,69.74,1684.60,195.33,159.66,79.9570,73.0804
28.448,63.90,64.95,71.16,276.09,67.17,1681.17,171.41,156.29,80.0512,73.1432
28.480,72.75,67.06,69.12,265.35,63.36,1646.63,163.50,146.25,80.1454,73.2060
28.512,67.47,66.85,58.85,238.48,65.36,1612.92,160.63,124.89,80.2396,73.2688
28.544,71.02,64.75,69.17,227.08,66.62,1574.13,145.54,122.85,80.3400,73.3378
28.576,68.57,76.24,67.10,219.06,68.24,1544.35,140.04,134.99,80.4342,73.4006
28.608,71.16,68.33,64.64,201.03,70.82,1494.29,141.45,124.55,80.5284,73.4634
28.640,68.14,68.95,64.74,191.28,66.18,1463.72,124.09,141.06,80.6289,73.5262
28.672,65.68,68.10,70.91,180.43,67.03,1388.81,120.88,141.57,80.7231,73.5890
28.704,69.90,64.25,76.04,172.66,70.43,1290.56,118.15,149.25,80.8173,73.6581
