tiempo,dist_front_raw,dist_filtered,dist_kalman,accion
48.864,1.50000,1.50000,1.49879,AVANZAR
48.896,1.50000,1.50000,1.49878,AVANZAR
48.928,1.50000,1.50000,1.49877,AVANZAR
48.960,1.50000,1.50000,1.49879,AVANZAR
48.992,1.50000,1.50000,1.49880,AVANZAR
49.024,1.50000,1.50000,1.49878,AVANZAR
49.056,1.50000,1.50000,1.49877,AVANZAR
49.088,1.50000,1.50000,1.49879,AVANZAR
49.120,1.50000,1.50000,1.49880,AVANZAR
49.152,1.50000,1.50000,1.49878,AVANZAR
49.184,1.50000,1.50000,1.49877,AVANZAR
49.216,1.50000,1.50000,1.49879,AVANZAR
49.248,1.50000,1.50000,1.49878,AVANZAR
49.280,1.50000,1.50000,1.49877,AVANZAR
49.312,1.50000,1.50000,1.49879,AVANZAR
49.344,1.50000,1.50000,1.49880,AVANZAR
49.376,1.50000,1.50000,1.49878,AVANZAR
49.408,1.50000,1.50000,1.49877,AVANZAR
49.440,1.50000,1.50000,1.49879,AVANZAR
49.472,1.50000,1.50000,1.49880,AVANZAR
49.504,1.50000,1.50000,1.49876,AVANZAR
49.536,1.50000,1.50000,1.49879,AVANZAR
49.568,1.50000,1.50000,1.49880,AVANZAR
49.600,1.50000,1.50000,1.49878,AVANZAR
49.632,1.50000,1.50000,1.49877,AVANZAR
49.664,1.50000,1.50000,1.49879,AVANZAR
49.696,1.50000,1.50000,1.49880,AVANZAR
49.728,1.50000,1.50000,1.49878,AVANZAR
49.760,1.50000,1.50000,1.49877,AVANZAR
49.792,1.50000,1.50000,1.49879,AVANZAR
49.824,1.50000,1.50000,1.49880,AVANZAR
49.856,1.50000,1.50000,1.49876,AVANZAR
49.888,1.50000,1.50000,1.49879,AVANZAR
49.920,1.50000,1.50000,1.49880,AVANZAR
49.952,1.50000,1.50000,1.49878,AVANZAR
49.984,1.50000,1.50000,1.49877,AVANZAR
50.016,1.50000,1.50000,1.49879,AVANZAR
50.048,1.50000,1.50000,1.49880,AVANZAR
50.080,1.50000,1.50000,1.49878,AVANZAR
50.112,1.50000,1.50000,1.49877,AVANZAR
50.144,1.50000,1.50000,1.49879,AVANZAR
50.176,1.50000,1.50000,1.49880,AVANZAR
50.208,1.50000,1.50000,1.49876,AVANZAR
50.240,1.50000,1.50000,1.49879,AVANZAR
50.272,1.50000,1.50000,1.49880,AVANZAR
50.304,1.50000,1.50000,1.49878,AVANZAR
50.336,1.50000,1.50000,1.49877,AVANZAR
50.368,1.50000,1.50000,1.49879,AVANZAR
50.400,1.50000,1.50000,1.49880,AVANZAR
50.432,1.50000,1.50000,1.49878,AVANZAR
50.464,1.50000,1.50000,1.49877,AVANZAR
50.496,1.50000,1.50000,1.49879,AVANZAR
50.528,1.50000,1.50000,1.49878,AVANZAR
50.560,1.50000,1.50000,1.49877,AVANZAR
50.592,1.50000,1.50000,1.49879,AVANZAR
50.624,1.50000,1.50000,1.49880,AVANZAR
50.656,1.50000,1.50000,1.49878,AVANZAR
50.688,1.50000,1.50000,1.49877,AVANZAR
50.720,1.50000,1.50000,1.49879,AVANZAR
50.752,1.50000,1.50000,1.49880,AVANZAR
50.784,1.50000,1.50000,1.49876,AVANZAR
50.816,1.50000,1.50000,1.49879,AVANZAR
50.848,1.50000,1.50000,1.49880,AVANZAR
50.880,1.50000,1.50000,1.49878,AVANZAR
50.912,1.50000,1.50000,1.49877,AVANZAR
50.944,1.50000,1.50000,1.49879,AVANZAR
50.976,1.50000,1.50000,1.49880,AVANZAR
51.008,1.50000,1.50000,1.49878,AVANZAR
51.040,1.50000,1.50000,1.49877,AVANZAR
51.072,1.50000,1.50000,1.49879,AVANZAR
51.104,1.50000,1.50000,1.49880,AVANZAR
51.136,1.50000,1.50000,1.49876,AVANZAR
51.168,1.50000,1.50000,1.49879,AVANZAR
51.200,1.50000,1.50000,1.49880,AVANZAR
51.232,1.50000,1.50000,1.49878,AVANZAR
51.264,1.50000,1.50000,1.49877,AVANZAR
51.296,1.50000,1.50000,1.49879,AVANZAR
51.328,1.50000,1.50000,1.49880,AVANZAR
51.360,1.50000,1.50000,1.49878,AVANZAR
51.392,1.50000,1.50000,1.49877,AVANZAR
51.424,1.50000,1.50000,1.49879,AVANZAR
51.456,1.50000,1.50000,1.49880,AVANZAR
51.488,1.50000,1.50000,1.49876,AVANZAR
51.520,1.50000,1.50000,1.49879,AVANZAR
51.552,1.50000,1.50000,1.49880,AVANZAR
51.584,1.50000,1.50000,1.49878,AVANZAR
51.616,1.50000,1.50000,1.49877,AVANZAR
51.648,1.50000,1.50000,1.49879,AVANZAR
51.680,1.50000,1.50000,1.49880,AVANZAR
51.712,1.50000,1.50000,1.49878,AVANZAR
51.744,1.50000,1.50000,1.49877,AVANZAR
51.776,1.50000,1.50000,1.49879,AVANZAR
51.808,1.50000,1.50000,1.49878,AVANZAR
51.840,1.50000,1.50000,1.49877,AVANZAR
51.872,1.50000,1.50000,1.49879,AVANZAR
51.904,1.50000,1.50000,1.49880,AVANZAR
51.936,1.50000,1.50000,1.49878,AVANZAR
51.968,1.50000,1.50000,1.49877,AVANZAR
52.000,1.50000,1.50000,1.49879,AVANZAR
52.032,1.50000,1.50000,1.49880,AVANZAR
52.064,1.50000,1.50000,1.49878,AVANZAR
52.096,1.50000,1.50000,1.49877,AVANZAR
52.128,1.50000,1.50000,1.49879,AVANZAR
52.160,1.50000,1.50000,1.49878,AVANZAR
52.192,1.50000,1.50000,1.49877,AVANZAR
52.224,1.50000,1.50000,1.49879,AVANZAR
52.256,1.50000,1.50000,1.49880,AVANZAR
52.288,1.50000,1.50000,1.49878,AVANZAR
52.320,1.50000,1.50000,1.49877,AVANZAR
52.352,1.50000,1.50000,1.49879,AVANZAR
52.384,1.50000,1.50000,1.49880,AVANZAR
52.416,1.50000,1.50000,1.49876,AVANZAR
52.448,1.50000,1.50000,1.49879,AVANZAR
52.480,1.50000,1.50000,1.49880,AVANZAR
52.512,1.50000,1.50000,1.49878,AVANZAR
52.544,1.50000,1.50000,1.49877,AVANZAR
52.576,1.50000,1.50000,1.49879,AVANZAR
52.608,1.50000,1.50000,1.49880,AVANZAR
52.640,1.50000,1.50000,1.49878,AVANZAR
52.672,1.50000,1.50000,1.49877,AVANZAR
52.704,1.50000,1.50000,1.49879,AVANZAR
52.736,1.50000,1.50000,1.49880,AVANZAR
52.768,1.50000,1.50000,1.49876,AVANZAR
52.800,1.50000,1.50000,1.49879,AVANZAR
52.832,1.50000,1.50000,1.49880,AVANZAR
52.864,1.50000,1.50000,1.49878,AVANZAR
52.896,1.50000,1.50000,1.49877,AVANZAR
52.928,1.50000,1.50000,1.49879,AVANZAR
52.960,1.50000,1.50000,1.49880,AVANZAR
52.992,1.50000,1.50000,1.49878,AVANZAR
53.024,1.50000,1.50000,1.49877,AVANZAR
53.056,1.50000,1.50000,1.49879,AVANZAR
53.088,1.50000,1.50000,1.49878,AVANZAR
53.120,1.50000,1.50000,1.49877,AVANZAR
53.152,1.50000,1.50000,1.49879,AVANZAR
53.184,1.50000,1.50000,1.49880,AVANZAR
53.216,1.50000,1.50000,1.49878,AVANZAR
53.248,1.50000,1.50000,1.49877,AVANZAR
53.280,1.50000,1.50000,1.49879,AVANZAR
53.312,1.50000,1.50000,1.49880,AVANZAR
53.344,1.50000,1.50000,1.49878,AVANZAR
53.376,1.50000,1.50000,1.49877,AVANZAR
53.408,1.50000,1.50000,1.49879,AVANZAR
53.440,1.50000,1.50000,1.49878,AVANZAR
53.472,1.50000,1.50000,1.49877,AVANZAR
53.504,1.50000,1.50000,1.49879,AVANZAR
53.536,1.50000,1.50000,1.49880,AVANZAR
53.568,1.50000,1.50000,1.49878,AVANZAR
53.600,1.50000,1.50000,1.49877,AVANZAR
53.632,1.50000,1.50000,1.49879,AVANZAR
53.664,1.50000,1.50000,1.49880,AVANZAR
53.696,1.50000,1.50000,1.49876,AVANZAR
53.728,1.50000,1.50000,1.49879,AVANZAR
53.760,1.50000,1.50000,1.49880,AVANZAR
53.792,1.50000,1.50000,1.49878,AVANZAR
53.824,1.50000,1.50000,1.49877,AVANZAR
53.856,1.50000,1.50000,1.49879,AVANZAR
53.888,1.50000,1.50000,1.49880,AVANZAR
53.920,1.50000,1.50000,1.49878,AVANZAR
53.952,1.50000,1.50000,1.49877,AVANZAR
53.984,1.50000,1.50000,1.49879,AVANZAR
54.016,1.50000,1.50000,1.49880,AVANZAR
54.048,1.50000,1.50000,1.49876,AVANZAR
54.080,1.50000,1.50000,1.49879,AVANZAR
54.112,1.50000,1.50000,1.49880,AVANZAR
54.144,1.50000,1.50000,1.49878,AVANZAR
54.176,1.50000,1.50000,1.49877,AVANZAR
54.208,1.50000,1.50000,1.49879,AVANZAR
54.240,1.50000,1.50000,1.49880,AVANZAR
54.272,1.50000,1.50000,1.49878,AVANZAR
54.304,1.50000,1.50000,1.49877,AVANZAR
54.336,1.50000,1.50000,1.49879,AVANZAR
54.368,1.50000,1.50000,1.49878,AVANZAR
54.400,1.50000,1.50000,1.49877,AVANZAR
54.432,1.50000,1.50000,1.49879,AVANZAR
54.464,1.50000,1.50000,1.49880,AVANZAR
54.496,1.50000,1.50000,1.49878,AVANZAR
54.528,1.50000,1.50000,1.49877,AVANZAR
54.560,1.50000,1.50000,1.49879,AVANZAR
54.592,1.50000,1.50000,1.49880,AVANZAR
54.624,1.50000,1.50000,1.49878,AVANZAR
54.656,1.50000,1.50000,1.49877,AVANZAR
54.688,1.50000,1.50000,1.49879,AVANZAR
54.720,1.50000,1.50000,1.49878,AVANZAR
54.752,1.50000,1.50000,1.49877,AVANZAR
54.784,1.50000,1.50000,1.49879,AVANZAR
54.816,1.50000,1.50000,1.49880,AVANZAR
54.848,1.50000,1.50000,1.49878,AVANZAR
54.880,1.50000,1.50000,1.49877,AVANZAR
54.912,1.50000,1.50000,1.49879,AVANZAR
54.944,1.50000,1.50000,1.49880,AVANZAR
54.976,1.50000,1.50000,1.49876,AVANZAR
55.008,1.50000,1.50000,1.49879,AVANZAR
55.040,1.50000,1.50000,1.49880,AVANZAR
55.072,1.50000,1.50000,1.49878,AVANZAR
55.104,1.50000,1.50000,1.49877,AVANZAR
55.136,1.50000,1.50000,1.49879,AVANZAR
55.168,1.50000,1.50000,1.49880,AVANZAR
55.200,1.50000,1.50000,1.49878,AVANZAR
55.232,1.50000,1.50000,1.49877,AVANZAR
55.264,1.50000,1.50000,1.49879,AVANZAR
55.296,1.50000,1.50000,1.49880,AVANZAR
55.328,1.50000,1.50000,1.49876,AVANZAR
55.360,1.50000,1.50000,1.49879,AVANZAR
55.392,1.50000,1.50000,1.49880,AVANZAR
55.424,1.50000,1.50000,1.49878,AVANZAR
55.456,1.50000,1.50000,1.49877,AVANZAR
55.488,1.50000,1.50000,1.49879,AVANZAR
55.520,1.50000,1.50000,1.49880,AVANZAR
55.552,1.50000,1.50000,1.49878,AVANZAR
55.584,1.50000,1.50000,1.49877,AVANZAR
55.616,1.50000,1.50000,1.49879,AVANZAR
55.648,1.50000,1.50000,1.49878,AVANZAR
55.680,1.50000,1.50000,1.49877,AVANZAR
55.712,1.50000,1.50000,1.49879,AVANZAR
55.744,1.50000,1.50000,1.49880,AVANZAR
55.776,1.50000,1.50000,1.49878,AVANZAR
55.808,1.50000,1.50000,1.49877,AVANZAR
55.840,1.50000,1.50000,1.49879,AVANZAR
55.872,1.50000,1.50000,1.49880,AVANZAR
55.904,1.50000,1.50000,1.49878,AVANZAR
55.936,1.50000,1.50000,1.49877,AVANZAR
55.968,1.50000,1.50000,1.49879,AVANZAR
56.000,1.50000,1.50000,1.49878,AVANZAR
56.032,1.50000,1.50000,1.49877,AVANZAR
56.064,1.50000,1.50000,1.49879,AVANZAR
56.096,1.50000,1.50000,1.49880,AVANZAR
56.128,1.50000,1.50000,1.49878,AVANZAR
56.160,1.50000,1.50000,1.49877,AVANZAR
56.192,1.50000,1.50000,1.49879,AVANZAR
56.224,1.50000,1.50000,1.49880,AVANZAR
56.256,1.50000,1.50000,1.49876,AVANZAR
56.288,1.50000,1.50000,1.49879,AVANZAR
56.320,1.50000,1.50000,1.49880,AVANZAR
56.352,1.50000,1.50000,1.49878,AVANZAR
56.384,1.50000,1.50000,1.49877,AVANZAR
56.416,1.50000,1.50000,1.49879,AVANZAR
56.448,1.50000,1.50000,1.49880,AVANZAR
56.480,1.50000,1.50000,1.49878,AVANZAR
56.512,1.50000,1.50000,1.49877,AVANZAR
56.544,1.50000,1.50000,1.49879,AVANZAR
56.576,1.50000,1.50000,1.49880,AVANZAR
56.608,1.50000,1.50000,1.49876,AVANZAR
56.640,1.50000,1.50000,1.49879,AVANZAR
56.672,1.50000,1.50000,1.49880,AVANZAR
56.704,1.50000,1.50000,1.49878,AVANZAR
56.736,1.50000,1.50000,1.49877,AVANZAR
56.768,1.50000,1.50000,1.49879,AVANZAR
56.800,1.40071,1.49007,1.43744,AVANZAR
56.832,1.41930,1.48200,1.42547,AVANZAR
56.864,1.34339,1.46634,1.37398,AVANZAR
56.896,1.21413,1.43775,1.27445,AVANZAR
56.928,1.08442,1.39620,1.15625,AVANZAR
56.960,0.98666,1.34637,1.05067,AVANZAR
56.992,0.91262,1.27746,0.96462,AVANZAR
57.024,0.83706,1.19466,0.88504,AVANZAR
57.056,0.73102,1.10046,0.78909,AVANZAR
57.088,0.64868,1.00303,0.70155,AVANZAR
57.120,0.59632,0.90811,0.63578,AVANZAR
57.152,0.50961,0.81363,0.55707,AVANZAR
57.184,0.37715,0.71375,0.44511,GIRAR_IZQ
57.216,0.26297,0.62853,0.33242,GIRAR_IZQ
57.248,0.29527,0.57168,0.30934,GIRAR_IZQ
57.280,0.32336,0.54359,0.31785,GIRAR_IZQ
57.312,0.27497,0.53376,0.29125,GIRAR_IZQ
57.344,0.25378,0.55603,0.26795,GIRAR_IZQ
57.376,0.26049,0.59636,0.26321,GIRAR_IZQ
57.408,0.24377,0.64488,0.25107,GIRAR_IZQ
57.440,0.19789,0.68947,0.21808,GIRAR_IZQ
57.472,0.17024,0.75018,0.18839,GIRAR_IZQ
57.504,0.15460,0.81234,0.16738,GIRAR_IZQ
57.536,0.14503,0.86698,0.15345,GIRAR_IZQ
57.568,0.13720,0.90446,0.14328,GIRAR_IZQ
57.600,0.13085,0.93640,0.13548,GIRAR_IZQ
57.632,0.12916,0.95384,0.13143,GIRAR_IZQ
57.664,0.12578,0.97204,0.12784,GIRAR_IZQ
57.696,0.12637,0.99239,0.12681,GIRAR_IZQ
57.728,0.12493,1.01460,0.12550,GIRAR_IZQ
57.760,0.12547,1.04016,0.12536,GIRAR_IZQ
57.792,0.12854,1.07197,0.12720,GIRAR_IZQ
57.824,0.13149,1.10749,0.12973,GIRAR_IZQ
57.856,0.13699,1.15128,0.13409,GIRAR_IZQ
57.888,0.14586,1.20893,0.14122,GIRAR_IZQ
57.920,0.15835,1.27145,0.15171,GIRAR_IZQ
57.952,0.18007,1.34278,0.16912,GIRAR_IZQ
57.984,0.20935,1.40297,0.19383,GIRAR_IZQ
58.016,0.30158,1.45188,0.26032,GIRAR_IZQ
58.048,0.38162,1.48184,0.33516,GIRAR_IZQ
58.080,0.44789,1.50000,0.40468,GIRAR_IZQ
58.112,0.53673,1.50000,0.48617,GIRAR_IZQ
58.144,0.60045,1.50000,0.55670,CORRIGIENDO_IZQ
58.176,0.63368,1.50000,0.60361,CORRIGIENDO_IZQ
58.208,0.64149,1.50000,0.62641,CORRIGIENDO_IZQ
58.240,0.66566,1.50000,0.65005,CORRIGIENDO_IZQ
58.272,0.71803,1.50000,0.69143,CORRIGIENDO_IZQ
58.304,0.74998,1.50000,0.72700,CORRIGIENDO_IZQ
58.336,0.78124,1.50000,0.75988,CORRIGIENDO_IZQ
58.368,0.82651,1.50000,0.80045,CORRIGIENDO_IZQ
58.400,0.85769,1.50000,0.83519,CORRIGIENDO_IZQ
58.432,0.90001,1.50000,0.87463,CORRIGIENDO_IZQ
58.464,0.92761,1.50000,0.90676,CORRIGIENDO_IZQ
58.496,1.01967,1.50000,0.97591,CORRIGIENDO_IZQ
58.528,1.03548,1.50000,1.01209,CORRIGIENDO_IZQ
58.560,1.09945,1.50000,1.06547,CORRIGIENDO_IZQ
58.592,1.13674,1.50000,1.10890,CORRIGIENDO_IZQ
58.624,1.25325,1.50000,1.19747,CORRIGIENDO_IZQ
58.656,1.29925,1.50000,1.25976,CORRIGIENDO_IZQ
58.688,1.28992,1.50000,1.27776,CORRIGIENDO_IZQ
58.720,1.45315,1.50000,1.38554,CORRIGIENDO_IZQ
58.752,1.37764,1.50000,1.38002,CORRIGIENDO_IZQ
58.784,1.50000,1.50000,1.45356,AVANZAR
58.816,1.50000,1.50000,1.48152,AVANZAR
58.848,1.50000,1.50000,1.49218,AVANZAR
58.880,1.50000,1.50000,1.49625,AVANZAR
58.912,1.50000,1.50000,1.49783,AVANZAR
58.944,1.50000,1.50000,1.49841,AVANZAR
58.976,1.50000,1.50000,1.49863,AVANZAR
59.008,1.50000,1.50000,1.49874,AVANZAR
59.040,1.50000,1.50000,1.49878,AVANZAR
59.072,1.50000,1.50000,1.49877,AVANZAR
59.104,1.50000,1.50000,1.49877,AVANZAR
59.136,1.50000,1.50000,1.49879,AVANZAR
59.168,1.50000,1.50000,1.49878,AVANZAR
59.200,1.50000,1.50000,1.49880,AVANZAR
59.232,1.50000,1.50000,1.49878,AVANZAR
59.264,1.50000,1.50000,1.49880,AVANZAR
59.296,1.50000,1.50000,1.49878,AVANZAR
59.328,1.50000,1.50000,1.49877,AVANZAR
59.360,1.50000,1.50000,1.49879,AVANZAR
59.392,1.50000,1.50000,1.49880,AVANZAR
59.424,1.50000,1.50000,1.49878,AVANZAR
59.456,1.50000,1.50000,1.49877,AVANZAR
59.488,1.50000,1.50000,1.49879,AVANZAR
59.520,1.50000,1.50000,1.49878,AVANZAR
59.552,1.50000,1.50000,1.49880,AVANZAR
59.584,1.50000,1.50000,1.49878,AVANZAR
59.616,1.50000,1.50000,1.49880,AVANZAR
59.648,1.50000,1.50000,1.49878,AVANZAR
59.680,1.50000,1.50000,1.49877,AVANZAR
59.712,1.50000,1.50000,1.49879,AVANZAR
59.744,1.50000,1.50000,1.49880,AVANZAR
59.776,1.50000,1.50000,1.49878,AVANZAR
59.808,1.50000,1.50000,1.49877,AVANZAR
59.840,1.50000,1.50000,1.49879,AVANZAR
59.872,1.50000,1.50000,1.49878,AVANZAR
59.904,1.50000,1.50000,1.49877,AVANZAR
59.936,1.45595,1.49560,1.47157,AVANZAR
59.968,1.50000,1.49560,1.48840,AVANZAR
